,https://,,,,,21.0,2018-11-14T16:51:34Z,2018-11-14T16:51:34Z,,,0.0,,,,,,,34a9c0c8-eeda-411f-949f-4269d5b10162,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>nil, ""account""=>nil}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2016-10-18T18:34:01Z,2016-10-18T18:34:01Z,,,1.031126,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,1949ea3e-13b3-497c-b5a2-d78120b00882,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
13bc4a26d7e743c1cd45259e85241dab,https://njenson.instructure.com/accounts/1/users?context_id=1&context_type=Account&page=2&become_user_id=53,Account,,users,index,,2016-10-18T18:32:30Z,2016-10-18T18:32:30Z,,,0.982504,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,933211ff-a215-4424-978f-4ac28c900cc4,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004596750, ""account""=>1}",
13bc4a26d7e743c1cd45259e85241dab,https://njenson.instructure.com/accounts/1/users,Account,,users,index,,2016-10-18T18:32:26Z,2016-10-18T18:32:26Z,,,1.447681,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,22eee2a1-4519-43d3-8c7b-b3a982a9c188,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004596750, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2016-10-18T16:00:47Z,2016-10-18T16:00:47Z,,,0.959794,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,aabd93bb-cff9-492d-81d8-d6bc29a1c842,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
5bb08ec5b24e634703e37b851d2b3f51,https://njenson.instructure.com/accounts/1/users?context_id=1&context_type=Account&page=2,Account,,users,index,,2016-10-18T13:32:21Z,2016-10-18T13:32:21Z,,,0.680511,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,07b3fc00-f885-4382-8211-f01b322e950c,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1/users,Account,,users,index,,2016-10-18T13:23:17Z,2016-10-18T13:23:17Z,,,0.487181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,a7ec02aa-ad5e-4ecb-91b5-b781fdc84de2,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1,Account,,accounts,show,,2016-10-18T13:23:14Z,2016-10-18T13:23:14Z,,,0.463856,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,64943fc3-6cc7-4e49-9c5a-619630064dcf,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/users/53,User,,users,show,,2016-10-18T13:23:09Z,2016-10-18T13:23:09Z,,,0.486426,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,bb198d12-4c04-4b62-af7f-8a5f795cdb63,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1/settings,Account,,accounts,settings,,2016-10-18T13:23:06Z,2016-10-18T13:23:06Z,,,2.266597,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,d5454e83-bbf9-4de8-882a-bc22be2f493a,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/users/53,User,,users,show,,2016-10-18T13:22:41Z,2016-10-18T13:22:41Z,,,0.678184,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,a08c9881-3506-45db-8cac-bb21930cf2df,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1/statistics,Account,,accounts,statistics,,2016-10-18T13:10:12Z,2016-10-18T13:10:12Z,,,0.517934,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,dfe23057-ff00-41c7-888e-3c54c01a497e,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1,Account,,accounts,show,,2016-10-18T13:10:07Z,2016-10-18T13:10:07Z,,,0.564759,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,3b30a033-a0e5-4be3-8f5c-164a4c160bc1,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2016-10-18T13:09:56Z,2016-10-18T13:09:56Z,,,0.496384,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,2d8aad4b-399c-422f-a5b3-2e0e946f7abf,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1/users?context_id=1&context_type=Account&page=2,Account,,users,index,,2016-10-18T13:00:52Z,2016-10-18T13:00:52Z,,,0.598083,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,6b83946d-7464-413d-beb0-7fd70b2a4ebc,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1/users,Account,,users,index,,2016-10-18T13:00:18Z,2016-10-18T13:00:18Z,,,0.720588,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,1b1af851-441c-4f4e-a953-8b45c21b7a3a,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1,Account,,accounts,show,,2016-10-18T13:00:13Z,2016-10-18T13:00:13Z,,,0.8689,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,c5ae1ad4-4899-44aa-a3bb-ed43db346780,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2016-10-18T12:59:58Z,2016-10-18T12:59:58Z,,,2.104811,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,897fcc28-1de2-4cf1-b62b-5bcbb0ac56af,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2016-10-18T12:59:32Z,2016-10-18T12:59:32Z,,,2.212362,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,7f18a561-e703-49d1-898d-ca6a5a4e9f04,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1/users,Account,,users,index,,2016-10-18T12:59:24Z,2016-10-18T12:59:24Z,,,0.546134,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,38761da1-f03e-4e9b-a08c-f49ebd1126b9,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/accounts/1,Account,,accounts,show,,2016-10-18T12:59:19Z,2016-10-18T12:59:19Z,,,1.058269,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,6cefef54-9ef4-4cc3-a764-af7ff156241f,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
f54eb87ac030960f25d89e92307b8396,https://nickjenson.instructure.com/,User,,users,user_dashboard,,2016-10-18T12:59:10Z,2016-10-18T12:59:10Z,,,1.031371,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",,false,,get,216.51.95.36,271c3a68-bf78-4904-8e20-98bc588cf1da,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
e8ece8dcdda8901fc85a8ba69ca27d90,https://njenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2016-08-09T16:55:38Z,2016-08-09T16:55:38Z,,,0.603232,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",,false,,get,216.51.95.36,a4bc14e0-4af1-46a3-af57-5420bcd96c15,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004596730, ""account""=>1}",
e8ece8dcdda8901fc85a8ba69ca27d90,https://njenson.instructure.com/,User,,users,user_dashboard,,2016-08-09T16:55:32Z,2016-08-09T16:55:32Z,,,0.238134,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",,false,,get,216.51.95.36,8a65db2d-6adf-4f11-9d0f-4b7788f62629,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004596730, ""account""=>1}",
af5f611118e30a2c05cd4a5306e09707,https://njenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2016-08-09T14:37:05Z,2016-08-09T14:37:05Z,,,0.68416,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",,false,,get,216.51.95.36,01439c37-b161-4242-91a7-654c2e2ec539,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
af5f611118e30a2c05cd4a5306e09707,https://njenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2016-08-09T14:36:59Z,2016-08-09T14:36:59Z,,,0.8008,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",,false,,get,216.51.95.36,f757103b-966b-4949-b2d2-44a4defd2251,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
af5f611118e30a2c05cd4a5306e09707,https://njenson.instructure.com/profile/settings,UserProfile,,profile,settings,,2016-08-09T14:36:51Z,2016-08-09T14:36:51Z,,,0.541901,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",,false,,get,216.51.95.36,08658991-1c40-44c9-b1b0-d51101b8fc71,false,"{""user""=>53, ""context""=>4, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
af5f611118e30a2c05cd4a5306e09707,https://njenson.instructure.com/,User,,users,user_dashboard,,2016-08-09T14:36:48Z,2016-08-09T14:36:48Z,,,0.264501,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",,false,,get,216.51.95.36,104833da-9bb8-4fc0-988e-4fbe146506db,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/users/48/masquerade,,,users,masquerade,,2016-07-26T01:33:58Z,2016-07-26T01:33:58Z,,,0.243262,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",,false,,get,24.11.85.174,7fe03d33-3c65-4adb-b10d-eee5980111f3,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/users/48,User,,users,show,,2016-07-26T01:33:53Z,2016-07-26T01:33:53Z,,,0.349164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",,false,,get,24.11.85.174,a9c577fd-6109-4f9e-a079-20481c4baa46,false,"{""user""=>53, ""context""=>48, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/users/48,Course,,context,roster_user,,2016-07-26T01:33:51Z,2016-07-26T01:33:51Z,,,0.588864,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1449,false,,get,24.11.85.174,808bb7bd-ee18-4d03-be92-fcf0c15c1580,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/users,Course,,context,roster,,2016-07-26T01:33:47Z,2016-07-26T01:33:47Z,,,0.342695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1448,false,,get,24.11.85.174,e76e64cc-8b9f-4046-a4c7-26bf2c478432,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/discussion_topics/254,Course,,discussion_topics,show,,2016-07-26T01:33:42Z,2016-07-26T01:33:42Z,,,0.395445,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1447,false,,get,24.11.85.174,84dab156-1e9b-42a7-95c1-fa347c051348,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/discussion_topics/254,Course,,discussion_topics,show,,2016-07-26T01:33:42Z,2016-07-26T01:33:42Z,,,0.279171,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1447,false,,get,24.11.85.174,132380f9-2b42-4c54-8798-9e70fa8718be,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/discussion_topics,Course,,discussion_topics,index,,2016-07-26T01:33:39Z,2016-07-26T01:33:39Z,,,0.245902,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1446,false,,get,24.11.85.174,7937c119-2432-47cc-9035-a66ca33ea90c,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/users,Course,,context,roster,,2016-07-26T01:33:34Z,2016-07-26T01:33:34Z,,,0.253868,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1448,false,,get,24.11.85.174,50bd03bb-1678-407e-baa6-729255103734,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/api/v1/courses/57/discussion_topics/254/entries/60/replies,Course,,discussion_topics_api,add_reply,,2016-07-26T01:33:31Z,2016-07-26T01:33:31Z,,,0.214498,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1447,true,,post,24.11.85.174,394197ff-788e-4a88-bf4c-b5bc875b08f4,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/discussion_topics/254,Course,,discussion_topics,show,,2016-07-26T01:33:18Z,2016-07-26T01:33:18Z,,,0.601292,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1447,false,,get,24.11.85.174,40722db3-2d61-493f-b5c0-f4bd7effbacf,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/discussion_topics,Course,,discussion_topics,index,,2016-07-26T01:33:15Z,2016-07-26T01:33:15Z,,,0.34766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1446,false,,get,24.11.85.174,e9a0a8c5-fbb0-4b30-9a27-03185b9800fb,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57,Course,,courses,show,,2016-07-26T01:33:11Z,2016-07-26T01:33:11Z,,,0.37891,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1438,false,,get,24.11.85.174,86fd3879-d9b4-40eb-9bc5-809742dd7385,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/,User,,users,user_dashboard,,2016-07-26T01:33:09Z,2016-07-26T01:33:09Z,,,0.474301,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",,false,,get,24.11.85.174,ff4ca7f4-4b7f-4afb-856e-a9a0aaef7ec4,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57/users/53,Course,,context,roster_user,,2016-07-26T01:31:46Z,2016-07-26T01:31:46Z,,,0.688653,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1439,false,,get,24.11.85.174,85400e07-73cc-4058-a741-87d9f16b1d5a,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/users/53,User,,users,show,,2016-07-26T01:31:40Z,2016-07-26T01:31:40Z,,,0.550524,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",,false,,get,24.11.85.174,a88b58b0-bd2a-4837-9bb9-bc235b5e9772,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/users/53/masquerade,,,users,masquerade,,2016-07-26T01:31:39Z,2016-07-26T01:31:39Z,,,0.345014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",,false,,get,24.11.85.174,fe90ff54-0852-4241-8cb6-d5b6ea3dbf2f,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/,User,,users,user_dashboard,,2016-07-26T01:31:37Z,2016-07-26T01:31:37Z,,,0.226827,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",,false,,get,24.11.85.174,89f94bf2-69eb-4d6b-961c-1fa682b9804c,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/courses/57,Course,,courses,show,,2016-07-26T01:31:34Z,2016-07-26T01:31:34Z,,,1.309031,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",1438,false,,get,24.11.85.174,68cce010-4919-43f4-9003-2a25b92a4c8d,false,"{""user""=>53, ""context""=>57, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
8cd447b56ab72844812961fd35c1bdc4,https://njenson.instructure.com/,User,,users,user_dashboard,,2016-07-26T01:31:31Z,2016-07-26T01:31:31Z,,,0.453454,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",,false,,get,24.11.85.174,a1b15e6f-411d-42b2-8f51-16ac14ef0dd0,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
02476d973caa8e1a467162d105960f8c,https://njenson.instructure.com/conversations,,,conversations,index,,2016-06-09T19:28:53Z,2016-06-09T19:28:53Z,,,0.179664,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",,false,,get,216.51.95.36,164f96e1-3cdb-4ce5-90da-1e0d8737ba74,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
02476d973caa8e1a467162d105960f8c,https://njenson.instructure.com/,User,,users,user_dashboard,,2016-06-09T19:28:51Z,2016-06-09T19:28:51Z,,,0.267123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",,false,,get,216.51.95.36,5c6e086e-9627-4903-912a-e1bc7016180e,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
81b443880e31935b65a4d632ecd13e52,https://njenson.instructure.com/conversations?context_id=&user_id=33&user_name=Lance%20Bean,,,conversations,index,,2016-06-09T17:50:14Z,2016-06-09T17:50:14Z,,,0.192059,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",,false,,get,216.51.95.36,9d80e7e3-6278-4907-a674-99442e605f25,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>66170000004596730, ""account""=>1}",
81b443880e31935b65a4d632ecd13e52,https://njenson.instructure.com/accounts/1/users/33,Account,,users,show,,2016-06-09T17:50:12Z,2016-06-09T17:50:12Z,,,0.517171,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",,false,,get,216.51.95.36,0f8bdc9c-5de8-4b7a-9317-3572ddfb4dde,false,"{""user""=>53, ""context""=>1, ""asset""=>nil, ""real_user""=>66170000004596730, ""account""=>1}",
81b443880e31935b65a4d632ecd13e52,https://njenson.instructure.com/,User,,users,user_dashboard,,2016-06-09T17:50:11Z,2016-06-09T17:50:11Z,,,0.375398,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36",,false,,get,216.51.95.36,b2e91cd7-8bd4-43a9-b513-c8bb1fd7626b,false,"{""user""=>53, ""context""=>53, ""asset""=>nil, ""real_user""=>66170000004596730, ""account""=>1}",
3f84e0fcbfb01a1581c890af25bded6f,https://njenson.instructure.com/courses,,,courses,index,,2016-05-07T17:20:38Z,2016-05-07T17:20:38Z,,,0.149792,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",,false,,get,216.51.95.36,ffc3e270-d511-4ec5-9612-75e5d288442c,false,"{""user""=>53, ""context""=>nil, ""asset""=>nil, ""real_user""=>66170000004597197, ""account""=>1}",
